nd,gisid,mean_p,std_p,max_p,min_p
NODE_709440286675400,709220308147200,0.45053753271028035,0.13753295359748885,0.813,0.0016
NODE_709440286675100,709220308146500,0.4505375700934579,0.137532847277297,0.8130000000000002,0.001625
NODE_709440242650000,700000062594002,0.27616030070974973,0.0525730578237898,0.4387500000000001,0.0
NODE_709220396414100,709220303711300,0.13987471994025388,0.026930762508518644,0.235375,0.067375
NODE_709220348414800,709220304307500,0.017943276331130974,0.006464028611821828,0.051100000000000007,0.00115
NODE_709220395913600,700000143471102,0.2530064708737864,0.06052189502432599,0.460278,0.130977
NODE_709220348438500,709220066598100,0.017373837938760267,0.009664293471534623,0.07289100000000001,0.004535999999999999
NODE_709220396161100,700000287713702,0.20920298768197088,0.03514027613636138,0.322938,0.104769
NODE_709220348428600,709220081609300,0.006416029115341546,0.005924504996598098,0.035973,0.0
NODE_709220395893600,700000641283802,0.0810171413368185,0.03700878356504602,0.1717065,0.0265545
NODE_709220348478300,700000866879602,0.18665812738139706,0.045690560279474615,0.304101,0.079569
NODE_709440249604800,709440249605300,,,,
NODE_709220396171500,700000066310002,0.0746812637280538,0.018153813701427355,0.15198749999999997,0.031689
NODE_709440225499200,709440225498400,0.10512536506159015,0.022865614805843388,0.171108,0.045801
NODE_709220395902400,700000075581702,0.19775702351623745,0.04521922874202654,0.344421,0.094185
NODE_709220395882500,700000641254102,0.19360219940253917,0.03792510494430836,0.324702,0.10136699999999998
NODE_709220395926700,700000065947502,0.098838928304705,0.02392729507990726,0.1839,0.046950000000000006
NODE_709440226071000,709440226067700,0.17385431453119163,0.02492211956770676,0.25248,0.09495999999999999
NODE_709220353706000,700000887026602,0.9180562709966406,0.05424846702213944,1.328,0.57125
NODE_709220353698800,700000887024102,0.9180559910414333,0.054248721316771824,1.328,0.5711999999999999
NODE_709220353700400,700000887022802,0.9180559910414333,0.054248721316771824,1.328,0.5711999999999999
NODE_709220353699600,700000887023902,0.9180559910414333,0.054248721316771824,1.328,0.5711999999999999
NODE_709220353698000,700000887024302,0.9180559910414333,0.054248721316771824,1.328,0.5711999999999999
NODE_709220353706800,700000887026402,0.9180562709966406,0.05424846702213944,1.328,0.57125
NODE_709220353709200,700000887024902,0.9180559910414333,0.054248721316771824,1.328,0.5711999999999999
NODE_709220353701200,700000887022102,0.9180559910414333,0.054248721316771824,1.328,0.5711999999999999
NODE_709220353707600,700000887026202,0.9180562709966406,0.05424846702213944,1.328,0.57125
NODE_709220353708400,700000887026002,0.9180562709966406,0.05424846702213944,1.328,0.57125
NODE_709440206383500,709440206392000,0.8438264376400297,0.19739824904937883,1.488,0.37072000000000005
NODE_709440260177900,709440260170100,0.2793246574038828,0.20331039512147053,1.065625,0.002
NODE_709220348303200,709220346942400,0.3274523151605676,0.12901193969157734,0.6594,0.07200000000000001
NODE_709440203809100,709220346937900,0.3274523151605676,0.12901193969157734,0.6594,0.07200000000000001
NODE_709220348308400,709220346931100,0.3274523151605676,0.12901193969157734,0.6594,0.07200000000000001
NODE_709220348308100,709220346934100,0.32745206310679614,0.1290106442038188,0.659375,0.072
NODE_709220386740400,700000062553202,0.6640754903809885,0.41127992512807676,2.268,0.000252
NODE_709220386695400,709220231944700,0.014009329835082459,0.004222875443436388,0.030050999999999994,0.004788000000000001
NODE_709220387600700,700000529384102,0.6640759562429271,0.41128003009245345,2.268,0.00023999999999999998
NODE_709220386750300,700000093519702,0.6640754903809885,0.41127992512807676,2.268,0.000252
NODE_709220386709800,700000062555902,0.6640757732930969,0.41127936778534274,2.268,0.00025
NODE_709440174765000,709440174751700,0.6640750811014712,0.4112809944077198,2.268,0.00032
NODE_709440046666700,700000061104002,0.010451623740201569,0.0032759659816675997,0.024,0.0034999999999999996
NODE_709440049279200,700000133166402,0.12240486114221721,0.03478219535926158,0.23555700000000002,0.040572000000000004
NODE_709440055239800,700000759183502,0.15480010418222556,0.06675011911318346,0.314874,0.00693
NODE_709440049279400,700000834405802,0.24973364613661814,0.06112231515130758,0.39929400000000004,0.114975
NODE_709440043130300,709220269594600,0.01759304412864622,0.02173401787961599,0.13284,0.00636
NODE_709440046667500,700000061104102,0.24526935423665547,0.08577803126378991,0.5909,0.11539999999999999
NODE_709440055245900,700000759183802,0.22868144830160508,0.05220836134058202,0.39848,0.12
NODE_709440046491900,700000061103702,0.0036668409260642272,0.0016645028821512344,0.0115,0.0008
NODE_709440055257600,700000759183602,0.15480010418222556,0.06675011911318346,0.314874,0.00693
NODE_709440055228700,700000759184102,0.14498275475923852,0.03152279964899902,0.25712,0.08023999999999999
NODE_709220382700500,700000623309402,0.09264456886898095,0.09211733297962416,0.6321,0.0012
NODE_709220381098000,709220381100000,0.0,0.0,0.0,0.0
NODE_709220381098700,709220381099000,0.0,0.0,0.0,0.0
NODE_709440237946700,700000088686602,0.18348854803738315,0.03760026176016963,0.296604,0.08813700000000001
NODE_709220382700200,700000623309302,0.09264456886898095,0.09211733297962416,0.6321,0.0012
NODE_709220382277400,700000075491802,0.05379565509518477,0.01943531390719322,0.13248,0.0012
NODE_709440234275400,709440234049200,0.15275175504107544,0.1252651380180112,0.6456000000000001,0.0048
NODE_709220382221600,700000623264202,0.09264483016050765,0.0921172371456581,0.6321,0.0012
NODE_709220382221900,700000623270602,0.09264483016050765,0.0921172371456581,0.6321,0.0012
NODE_709220382321800,700000062636402,0.15654602463605824,0.0329362547878206,0.25639999999999996,0.0
NODE_709220382300000,700000075494702,0.25124286781179983,0.048339701744294854,0.40704,0.12215999999999999
NODE_709220382220400,700000623234502,0.09264456886898095,0.09211783952689462,0.6320800000000001,0.0012
NODE_709220382277100,700000075491902,0.05379565509518477,0.01943531390719322,0.13248,0.0012
NODE_709220381119000,709220381124500,0.15275175504107544,0.12526513801801117,0.6456000000000001,0.0048
NODE_709220382299200,700000075494602,0.17006368047779022,0.0386647642442916,0.3136,0.09519999999999999
NODE_709220390446300,700000063428002,0.05016900860456417,0.029291267857620755,0.1358,0.0074800000000000005
NODE_709220390544000,700000610643502,0.1378247704367301,0.03928435218505752,0.242,0.00464
NODE_709220389728500,700000821975802,0.165562851810377,0.0788018249387123,0.42992,0.008960000000000001
NODE_709440215039600,709440215038800,0.5367247605363984,0.21316659292285592,1.09,0.12075
NODE_709440140025300,700000835572602,0.05206032872618603,0.018062382215863128,0.1356,0.0
NODE_709440151932900,709440151941200,0.14174288274831967,0.04194498716064062,0.23280000000000003,0.02312
NODE_709440140024900,700000835572402,0.05206032872618603,0.018062382215863128,0.1356,0.0
NODE_709220390216800,709220243989100,0.012432502810041214,0.008592820003651495,0.06432500000000001,0.00165
NODE_709440215035300,709440215034500,0.5367247605363984,0.21316659292285592,1.09,0.12075
NODE_709220389729000,700000821975602,0.165562851810377,0.0788018249387123,0.42992,0.008960000000000001
NODE_709220390399000,709220238424800,0.49101980568011966,0.05037496752272398,0.616375,0.343625
NODE_709220390499700,700000124252802,0.11799308697275104,0.030973633837802644,0.2116,0.0316
NODE_709220389686400,700000175277502,0.1655632698768197,0.07880144384819401,0.4299,0.009000000000000001
NODE_709220389685500,700000175278702,0.1655632698768197,0.07880144384819401,0.4299,0.009000000000000001
NODE_709220390364200,709220305511800,0.008721495327102802,0.00789762909090767,0.02384,0.0028799999999999997
NODE_709220390232400,700000128367302,0.13899432112149532,0.037193406665834185,0.2382345,0.051975
NODE_709220353219900,700000874171602,0.9180559910414334,0.05424872131677181,1.328,0.5712
NODE_709220353215600,700000874172902,0.9180559910414333,0.054248721316771824,1.328,0.5711999999999999
NODE_709220353237900,709220054462200,0.9180559910414334,0.05424872131677181,1.328,0.5712
NODE_709220353236900,709220054461500,0.9180559910414334,0.05424872131677181,1.328,0.5712
NODE_709220353214100,700000874170102,0.9180559910414333,0.054248721316771824,1.328,0.5711999999999999
NODE_709220353213800,700000874168602,0.9180559910414333,0.054248721316771824,1.328,0.5711999999999999
NODE_709220353215900,700000874173102,0.9180559910414334,0.05424872131677181,1.328,0.5712
NODE_709220353223500,700000874172702,0.9180559910414333,0.054248721316771824,1.328,0.5711999999999999
NODE_709220353228100,700000874173302,0.9180562709966406,0.05424846702213944,1.328,0.57125
NODE_709220353214400,700000874171902,0.9180562709966406,0.05424846702213944,1.328,0.57125
NODE_709440155581500,709220201706300,2.2209347274085136,1.1181799473929581,3.804,0.6527999999999999
NODE_709440155555000,709220201695800,2.2209347274085136,1.1181799473929581,3.804,0.6527999999999999
NODE_709440155577800,709220201705800,2.2209347274085136,1.1181799473929581,3.804,0.6527999999999999
NODE_709440155496200,709220201590500,2.2209328155339803,1.1181794669258942,3.804,0.6527999999999999
NODE_709220383777700,700000818471602,0.20605251680358475,0.044525305986933016,0.37239999999999995,0.1052
NODE_709440155554700,709220201696300,2.2209347274085136,1.1181799473929581,3.804,0.6527999999999999
NODE_709440155498600,709220201589500,2.2209328155339803,1.1181794669258942,3.804,0.6527999999999999
NODE_709440155579000,709220201725800,2.2209347274085136,1.1181799473929581,3.804,0.6527999999999999
NODE_709220383777600,700000818471902,0.17903474430757746,0.03216311342397018,0.31272000000000005,0.10815999999999999
NODE_709220394134000,709220076284600,0.6384278338945005,0.3447293756826031,1.2690000000000001,0.1452
NODE_709220393986500,709220157089900,0.0005028389988793425,0.000931420115652302,0.0024700000000000004,2e-05
NODE_709220388469500,709220388450100,1.2639334975737218,0.5011164321185062,2.0724,0.12784
NODE_709220394051300,709220252872900,1.263933706606943,0.5011173693160929,2.0723200000000004,0.12784
NODE_709220388448900,709220388449100,1.2639334975737218,0.5011164321185062,2.0724,0.12784
NODE_709220394012300,709220244040800,0.0862136295743092,0.033752234268083825,0.22260000000000002,0.0
NODE_709220394041100,709220244054800,0.0862147001493652,0.033748251975807136,0.222579,0.0
NODE_709220394132400,709220076283900,0.6384278338945005,0.3447293756826031,1.2690000000000001,0.1452
NODE_709220394051000,709220252872200,1.263933706606943,0.5011173693160929,2.0723200000000004,0.12784
NODE_709220371327900,700000842787702,0.008856116822429906,0.008549460384241885,0.019275,0.0014249999999999998
NODE_709440162890500,709220274667100,0.1445309145203434,0.03436482610042435,0.27544,0.06576
NODE_709440163152800,709220268251700,0.2124814035087719,0.05068960327650684,0.40503999999999996,0.10088
NODE_709440163482900,709220344732600,0.0021359775952203134,0.002236688354668959,0.01449,0.001386
NODE_709440154118000,700000062219402,0.3967480559875583,0.08876964634888133,0.6607999999999999,0.1887
NODE_709440163153600,709220268252700,0.056372630459126535,0.01585118115701476,0.11176199999999999,0.027342
NODE_709440163107300,709220195191200,0.13753090365944734,0.2048349819024752,0.75224,0.00256
NODE_709440163004400,700000868471802,0.09154082895723933,0.048293244304044566,0.191975,0.01895
NODE_709220280431900,709220280430400,0.06718306198655712,0.01804732654859519,0.14271999999999999,0.03624
NODE_709440163152000,709220268250700,0.14915312920089618,0.04768059215840083,0.28744,0.061360000000000005
NODE_709440162907700,709220274752600,0.1379121121495327,0.05120737301840338,0.2466,0.018799999999999997
NODE_709440162888900,709220274664400,0.1938916759985069,0.050648723779120136,0.3741,0.0897
NODE_709440226322900,709440226322100,0.11538277487961476,0.07759084905438146,0.4407499999999999,0.04275
NODE_709440162844600,709220270741100,0.00856172452407615,0.0027207158862684313,0.016980000000000002,0.00216
NODE_709220367696600,709220186315900,0.2139525168035848,0.05595500929601766,0.38593800000000006,0.08813700000000001
NODE_709440162983100,700000840551002,0.13838607916355491,0.02810659795844413,0.22816,0.06256
NODE_709440162889700,709220274665400,0.13794203807390817,0.033312451386130267,0.25944,0.068
NODE_709220385999700,709220386003500,0.02026419730941704,0.019156460371381422,0.047392000000000004,0.0014880000000000002
NODE_709440163165900,709220268512700,0.14608132935026139,0.048483460190215946,0.2602,0.0385
NODE_709440233633000,709440233633300,0.05399555638536221,0.027790132950364754,0.17600000000000002,0.0116
NODE_709220276834500,709220276842200,0.0,0.0,0.0,0.0
NODE_709440233633100,709440233635300,0.05399555638536221,0.027790132950364754,0.17600000000000002,0.0116
NODE_709440142656500,700000250362602,0.021949374020156773,0.014396374821995865,0.062622,0.006993
NODE_709220276823800,709220276837200,0.0,0.0,0.0,0.0
NODE_709220310591100,709220310600500,0.15944225878833213,0.04253154611342853,0.3171,0.09179999999999999
NODE_709440233246900,709440233241000,0.058235069055617775,0.029797529217772862,0.18349999999999997,0.016125
NODE_709440233685900,709440233685100,0.05399555638536221,0.027790132950364754,0.17600000000000002,0.0116
NODE_709440285598000,709440285597200,0.001596730434782609,0.001488223401246173,0.04851,0.001008
NODE_709440233225000,709440233223300,0.05037868607689436,0.02483546687030046,0.141875,0.01325
NODE_709220310613400,709220310615000,0.15944225878833207,0.042531546113428534,0.31710000000000005,0.09179999999999999
NODE_709440214635600,709440214633800,0.011259611650485437,0.0058046773058643255,0.08800000000000001,0.0048
NODE_709220276834900,709220276840200,0.0,0.0,0.0,0.0
NODE_709440142691800,700000282446502,0.01264615197908887,0.0027216596269226084,0.021275,0.0056749999999999995
NODE_709220310591300,709220310599500,0.15944225878833213,0.04253154611342853,0.3171,0.09179999999999999
NODE_709220276823600,709220276839200,0.0,0.0,0.0,0.0
NODE_709220276835100,709220276841200,0.0,0.0,0.0,0.0
NODE_709220276823700,709220276838200,0.0,0.0,0.0,0.0
NODE_709220387043300,709220284063800,0.01571051157580284,0.012801533703658715,0.0313,0.004125
NODE_709220387269200,709220337219500,0.01571058625840179,0.012801474825434324,0.0313,0.00415
NODE_709440146203600,709220209941100,0.27508471028037385,0.03706607637980977,0.40425,0.1728
NODE_709220348349800,709220286043200,0.00038989757009345795,0.0007923143494833567,0.027807999999999996,0.00016
NODE_709220084342500,700000065823702,0.7144561706497387,0.08359007283399959,0.9345,0.470125
NODE_709440146690400,700000357369802,0.16464197088465843,0.08810743567914313,0.35768,0.041280000000000004
NODE_709440146123700,709220318969500,0.17732742067935797,0.09517629269958815,0.41896,0.04752
NODE_709220229768500,709220221782400,0.2348620287420679,0.06011083867998017,0.40525000000000005,0.08975
NODE_709220347613500,700000611756802,0.09809119074281447,0.03998371500136655,0.2165,0.041100000000000005
NODE_709220347531100,700000613448502,0.035608999253174005,0.01728454371526482,0.09466,0.005860000000000001
NODE_709220348798200,700000061496502,0.16858836010459466,0.14807365339412892,0.45024,0.0404
NODE_709220347495500,700000073688902,0.13074422452407614,0.025730147293961055,0.213318,0.070875
NODE_709220347329700,700000086971002,0.045136064064251025,0.021575964986289668,0.120015,0.010930500000000001
NODE_709220347403800,709220213034500,0.0443628277153558,0.02807478530519583,0.1393,0.0101
NODE_709220347314900,700000215864102,0.1723984535274356,0.04130285829095819,0.336609,0.06879600000000001
NODE_709220347316400,700000215860002,0.17239876819708846,0.04130255181442805,0.33659999999999995,0.0688
NODE_709220347612900,700000611759802,0.09809119074281447,0.03998371500136655,0.2165,0.041100000000000005
NODE_709220347580600,700000902616202,0.09861646004480956,0.1948956470629721,0.8900800000000001,0.00544
NODE_709220347259100,700000061463202,0.16709470698021647,0.03888211113094134,0.2768,0.06672
NODE_709220347571400,700000902610602,0.09861646004480956,0.1948956470629721,0.8900800000000001,0.00544
NODE_709220347316700,700000215862302,0.17239876819708846,0.04130255181442805,0.33659999999999995,0.0688
NODE_709220347377200,700000641284502,0.19808622106049287,0.048064853078323685,0.34659999999999996,0.049800000000000004
NODE_709220371503300,709220371509300,0.09006134652725914,0.09388381917143829,0.502992,0.027027000000000002
NODE_709220347339400,700000558205502,0.0008478654205607475,0.0006342829423778861,0.0044599999999999996,0.0
NODE_709220387486100,709220337787200,0.01697915938783128,0.009881104553969434,0.031232,0.001424
NODE_709220347540800,709220238525200,0.006115450980392158,0.0032642070130202245,0.017551999999999998,0.00072
NODE_709220348086000,700000897628502,0.09006134652725914,0.09388381917143829,0.502992,0.027027000000000002
NODE_709220347259900,700000061463102,0.16709470698021647,0.03888211113094134,0.2768,0.06672
NODE_709440218122800,709440218120600,1.3973449794699513,0.8228933264283705,2.872,0.0176
NODE_709440249818100,709440203038400,0.19150820371775415,0.05631262103848265,0.34874999999999995,0.002375
NODE_709440218124000,709440218018300,1.3973449794699513,0.8228933264283705,2.872,0.0176
NODE_709220350410900,700000582388902,0.10431000336071695,0.021371828698625923,0.174069,0.049895999999999996
NODE_709220350875300,709220272327800,0.3403478312803284,0.33042272952634466,1.1424,0.0036000000000000003
NODE_709220350323100,700000071484702,0.2284473020911128,0.052228083658955135,0.375375,0.0
NODE_709220350322400,700000071483302,0.18269667662434652,0.037504087887869866,0.2917,0.0661
NODE_709220350357000,700000181510902,0.07769475177304964,0.022361863588937523,0.14364,0.0
NODE_709220350357700,700000181504302,0.146921284540702,0.03074917432422631,0.25299999999999995,0.03628
NODE_709220350669000,709220272618200,0.009431227621483377,0.00435770606623258,0.02534,1e-05
NODE_709220350887600,709220272343600,0.3403478312803284,0.33042272952634466,1.1424,0.0036000000000000003
NODE_709220350281700,700000062788702,0.25798498879761017,0.048670307587875564,0.392,0.0
NODE_709220350282400,700000062788102,0.15473400522583053,0.02926381759460952,0.253,0.0
NODE_709220350300300,700000062781602,0.06371363144137417,0.01193619002017378,0.12348,0.021987000000000003
NODE_709220350299600,700000062781402,0.15704690814040329,0.0354145293356698,0.268947,0.0
NODE_709440244656900,700000062777902,0.08989297050037341,0.04186489437066177,0.202125,0.027375
NODE_709440244606000,700000062777302,0.1651532661440836,0.041224449274297116,0.28816,0.0
NODE_709440293537200,709440293536400,0.36733605076521086,0.28037374134843857,1.1492,0.00256
NODE_709220350410500,700000582388802,0.12480636282194847,0.026249514264415467,0.21905100000000002,0.044414999999999996
NODE_709220350523300,700000898424002,0.0015820657452372058,0.0021700942885934616,0.01656,5e-05
NODE_709220350911900,700000900612102,0.36733498656214997,0.28037394491148887,1.149183,0.002583
NODE_709440140035700,700000064729302,1.983605464725644,0.7259291715553314,3.3712,0.6287999999999999
NODE_709440148236400,700000605450902,1.3047412098581028,0.10626749568543015,1.6,0.6712
NODE_709440148239300,700000605449902,1.3047412098581028,0.10626749568543015,1.6,0.6712
NODE_709440148258800,709220301884000,1.983604927211646,0.7259294698116757,3.3712,0.6287999999999999
NODE_709440213154900,700000064873702,0.4637289734975737,0.0599764988586257,0.60592,0.31968
NODE_709220399629400,709220275858700,0.02002762224710713,0.018328914712710705,0.09736,0.00047999999999999996
NODE_709440213913600,700000061049102,0.3837676904406273,0.07486005268103735,0.629875,0.1975
NODE_709220398902900,700000862061602,0.13806195535714286,0.07994585374669591,0.35519400000000007,0.036225
NODE_709220384878600,700000496489202,0.1920763471444569,0.052355585995302927,0.320985,0.10199700000000002
NODE_709220384879300,700000496489102,0.19207638111235534,0.05235407871788038,0.32099999999999995,0.10200000000000001
NODE_709220399694000,700000307295402,0.08800949439880507,0.04617564779533871,0.23958900000000002,0.021609000000000003
NODE_709220398902200,700000862058302,0.13806195535714286,0.07994585374669591,0.35519400000000007,0.036225
NODE_709440213913500,700000061048502,0.3837676904406273,0.07486005268103735,0.629875,0.1975
NODE_709220399659600,700000060653902,0.013159451287793954,0.004605094506712694,0.028539000000000002,0.0029609999999999992
NODE_709220398581100,700000239730602,0.10907411758118701,0.046582052322696764,0.23921099999999998,0.043785000000000004
NODE_709220399613700,700000240361302,0.08136173684210528,0.01981036711357366,0.14899500000000002,0.039626999999999996
NODE_709220390223000,700000621473802,0.0048442255639097745,0.0012651136561061859,0.01936,0.0017800000000000001
NODE_709220398450800,700000068226402,0.01300035847647498,0.007507604747580656,0.037899999999999996,0.0024
NODE_709220398472500,700000117880102,0.018368113101903696,0.00374194700106096,0.036725,0.0023250000000000002
NODE_709220398736200,709220278253400,0.009472968808367576,0.009424761917951526,0.021825,2.5e-05
NODE_709220398661700,709220304403000,0.10824426966292135,0.1538089879317028,0.587,0.012
NODE_709440142211600,709440142206600,0.13521811986557133,0.040368580415725795,0.26675,0.023999999999999997
NODE_709440190241400,709440190240600,0.10824362696629211,0.15380907389402146,0.586971,0.011969999999999998
NODE_709220398551000,709220264802400,0.009727880507841673,0.002699802810890526,0.018080000000000002,1.6e-05
NODE_709220398520400,700000641396302,0.005794555306427505,0.0035737403935239254,0.0225,0.0008
NODE_709220398693200,709220335532900,0.046556386711459494,0.023167550613470013,0.1424,0.01824
NODE_709440212041000,709440212040200,0.01497718270310745,0.005357440145225912,0.05550300000000001,0.006174
NODE_709220398529600,709220231787000,0.007158178384050368,0.0015664681485912436,0.009552,0.0032640000000000004
NODE_709220398541800,709220239901500,0.08550540648778533,0.019484415056688978,0.13891499999999998,0.036225
NODE_709220398850000,700000901342402,0.0029293228816722654,0.001125829698808705,0.00732,0.000256
NODE_709220345831600,700000769523402,0.8573051511758119,0.6029388614491513,2.143,0.0165
NODE_709220345834600,700000769526702,0.8573051511758119,0.6029388614491513,2.143,0.0165
NODE_709220345835200,700000769526802,0.8573051885031728,0.6029388093793745,2.1430000000000002,0.0166
NODE_709220345832200,700000769523702,0.8573051885031728,0.6029388093793745,2.1430000000000002,0.0166
NODE_709220400510700,700000632292602,0.4711254199328107,0.22767742651151457,1.037375,0.05274999999999999
NODE_709220400509000,700000632295402,0.4711254199328107,0.22767742651151457,1.037375,0.05274999999999999
NODE_709220400318300,700000885288402,0.471127659574468,0.22768711503434,1.0373999999999999,0.0528
NODE_709220400332800,700000885298702,0.4711254199328107,0.22767742651151457,1.037375,0.05274999999999999
NODE_709220400498100,700000206665202,0.2127325093353249,0.16722858682818062,0.9029790000000001,0.000126
NODE_709220400497800,700000206661802,0.2127325093353249,0.16722858682818062,0.9029790000000001,0.000126
NODE_709220400487800,700000206653102,0.2127325093353249,0.16722858682818062,0.9029790000000001,0.000126
