node_id,cluster_index
SEG_709220322082300_1,1
SEG_709220322082300_2,1
SEG_709220322099800_1,1
SEG_709220322099800_2,1
SEG_709220337285200_1,1
SEG_709220337285200_2,1
SEG_709440167761500_1,1
SEG_709440167763300_1,1
SEG_709440167763300_2,1
SEG_709440203815100_1,1
SEG_709440203815100_2,1
SEG_709440203841200_1,1
SEG_709440203841200_2,1
SEG_709440212702200_1,1
SEG_709440212702200_2,1
SEG_709440212715200_1,1
SEG_709440212715200_2,1
SEG_709440237558000_1,1
SEG_709440237558000_2,1
SEG_709440237558900_1,1
SEG_709440237558900_2,1
SEG_709440237578900_1,1
SEG_709440242757500_1,1
SEG_709440242757500_2,1
SWITCH_700000587463102_2,1
SWITCH_700000851867802_2,1
SWITCH_700000861801302_2,1
SWITCH_700000861841402_2,1
SWITCH_709220195438900_2,1
SWITCH_709220195441300_2,1
SWITCH_709220218172300_2,1
SWITCH_709220284338100_2,1
SWITCH_709220302338400_2,1
SWITCH_709220302340200_2,1
SWITCH_709220302350400_2,1
SWITCH_709220302351700_2,1
SWITCH_709220306958900_2,1
SWITCH_709220306959500_2,1
SWITCH_709220306967000_2,1
SWITCH_709220307277700_2,1
SWITCH_709220307278900_2,1
SWITCH_709220307279500_2,1
SWITCH_709220307287000_2,1
SWITCH_709220307304100_2,1
SWITCH_709220307304500_2,1
SWITCH_709220307309100_2,1
SWITCH_709220322070800_2,1
SWITCH_709220322072600_2,1
SWITCH_709220337237900_2,1
SWITCH_709440156570100_2,1
SWITCH_709440156586900_2,1
SWITCH_709440156627100_2,1
SWITCH_709440156712500_2,1
SWITCH_709440167732300_2,1
SWITCH_709440167754100_2,1
SWITCH_709440203815500_2,1
SWITCH_709440203821500_2,1
SWITCH_709440237534300_2,1
SWITCH_709440242731300_2,1
SWITCH_709440242731900_2,1
SWITCH_709440242732500_2,1
TRANS_700000172133902_1,1
TRANS_700000587386202_1,1
TRANS_700000587386502_1,1
TRANS_700000587386702_1,1
TRANS_700000587466902_1,1
TRANS_700000601700002_1,1
TRANS_700000601701202_1,1
TRANS_700000861835602_1,1
TRANS_709220195509700_1,1
TRANS_709220195510700_1,1
TRANS_709220195511700_1,1
TRANS_709220195512700_1,1
TRANS_709220322097900_1,1
TRANS_709220337247200_1,1
TRANS_709440167756800_1,1
TRANS_709440237575200_1,1
115404740451372951_1,2
BUSBAR_700000601053702_1,2
BUSBAR_700000610310102_1,2
BUSBAR_700000625261202_1,2
BUSBAR_700000625469802_1,2
BUSBAR_700000879823302_1,2
BUSBAR_700000879826902_1,2
BUSBAR_709220051547600_1,2
BUSBAR_709220090871200_1,2
BUSBAR_709220240621600_1,2
BUSBAR_709220242459200_1,2
BUSBAR_709220261172600_1,2
BUSBAR_709220302044800_1,2
BUSBAR_709220307328800_1,2
BUSBAR_709220307904800_1,2
BUSBAR_709440188618600_1,2
BUSBAR_709440188635600_1,2
BUSBAR_709440188653200_1,2
BUSBAR_709440188674600_1,2
BUSBAR_709440216692400_1,2
BUSBAR_709440238288000_1,2
BUSBAR_709440238365300_1,2
BUSBAR_709440238563700_1,2
NODE_16260,2
NODE_16261,2
NODE_16264,2
SEG_709220017265000_1,2
SEG_709220017265000_2,2
SEG_709220017265100_2,2
SEG_709220017265200_1,2
SEG_709220017265200_2,2
SEG_709220017265300_1,2
SEG_709220017265300_2,2
SEG_709220017396600_1,2
SEG_709220017396600_2,2
SEG_709220017400300_1,2
SEG_709220017400300_2,2
SEG_709220017401900_1,2
SEG_709220017401900_2,2
SEG_709220017408400_1,2
SEG_709220017408400_2,2
SEG_709220017414400_1,2
SEG_709220017414400_2,2
SEG_709220017414500_1,2
SEG_709220017414500_2,2
SEG_709220017414600_1,2
SEG_709220017414600_2,2
SEG_709220017415100_1,2
SEG_709220017415100_2,2
SEG_709220017464300_2,2
SEG_709220051561400_1,2
SEG_709220051561400_2,2
SEG_709220051563100_2,2
SEG_709220051565400_1,2
SEG_709220090862200_1,2
SEG_709220090862200_2,2
SEG_709220174314300_1,2
SEG_709220174314300_2,2
SEG_709220240608300_1,2
SEG_709220240610500_2,2
SEG_709220240611500_1,2
SEG_709220240611500_2,2
SEG_709220242446700_1,2
SEG_709220242446700_2,2
SEG_709220242448500_1,2
SEG_709220242494300_1,2
SEG_709220242504100_1,2
SEG_709220242506900_1,2
SEG_709220242506900_2,2
SEG_709440188567100_2,2
SEG_709440188686300_1,2
SEG_709440188686300_2,2
SEG_709440188691900_1,2
SEG_709440188691900_2,2
SEG_709440188695600_1,2
SEG_709440188695600_2,2
SEG_709440191485900_1,2
SEG_709440191503900_1,2
SEG_709440191519600_1,2
SEG_709440191719800_1,2
SEG_709440197256100_1,2
SEG_709440197256100_2,2
SEG_709440197258100_2,2
SEG_709440197260100_2,2
SEG_709440198810500_1,2
SEG_709440198812500_1,2
SEG_709440230496700_1,2
SEG_709440230502300_1,2
SEG_709440230502300_2,2
SEG_709440230502900_2,2
SEG_709440238291500_1,2
SEG_709440238291500_2,2
SEG_709440238337100_1,2
SEG_709440238337100_2,2
SEG_709440238378300_1,2
SEG_709440238380100_1,2
SEG_709440238383200_1,2
SEG_709440238485900_1,2
SEG_709440238485900_2,2
SEG_709440238571300_2,2
SEG_709440238573300_2,2
SWITCH_700000601054902_2,2
SWITCH_700000625596902_2,2
SWITCH_700000879825402_2,2
SWITCH_709220051542200_2,2
SWITCH_709220240617800_2,2
SWITCH_709220240623300_2,2
SWITCH_709220240624600_2,2
SWITCH_709220242455400_2,2
SWITCH_709220261179500_2,2
SWITCH_709220261180800_2,2
SWITCH_709220307322900_2,2
SWITCH_709220307323500_2,2
SWITCH_709220307331000_2,2
SWITCH_709220307898900_2,2
SWITCH_709220307899500_2,2
SWITCH_709220307907000_2,2
SWITCH_709440142273900_2,2
SWITCH_709440142330800_2,2
SWITCH_709440142348200_2,2
SWITCH_709440142368600_2,2
SWITCH_709440142386700_2,2
SWITCH_709440145111500_2,2
SWITCH_709440145337800_2,2
SWITCH_709440145920100_2,2
SWITCH_709440145921400_2,2
SWITCH_709440188598300_2,2
SWITCH_709440188598900_2,2
SWITCH_709440188599900_2,2
SWITCH_709440188602900_2,2
SWITCH_709440188623200_2,2
SWITCH_709440188623600_2,2
SWITCH_709440188624300_2,2
SWITCH_709440188640800_2,2
SWITCH_709440188641200_2,2
SWITCH_709440188641900_2,2
SWITCH_709440188643500_2,2
SWITCH_709440188656300_2,2
SWITCH_709440188678400_2,2
SWITCH_709440216672100_2,2
SWITCH_709440216672700_2,2
SWITCH_709440216673300_2,2
SWITCH_709440216673900_2,2
SWITCH_709440216674900_2,2
SWITCH_709440216679100_2,2
SWITCH_709440238341100_2,2
SWITCH_709440238540400_2,2
SWITCH_709440238544000_2,2
SWITCH_709440238544600_2,2
SWITCH_709440238545200_2,2
SWITCH_709440238546800_2,2
TRANS_700000601056202_1,2
TRANS_700000610311102_1,2
TRANS_700000625263002_1,2
TRANS_700000625263102_1,2
TRANS_700000625856602_1,2
TRANS_700000879828402_1,2
TRANS_709220090878800_1,2
TRANS_709220090879800_1,2
TRANS_709220242488000_1,2
TRANS_709220242489000_1,2
TRANS_709220242490000_1,2
TRANS_709440238374600_1,2
TRANS_709440238378600_1,2
TRANS_709440238380700_1,2
BUSBAR_709440191215100_1,3
BUSBAR_709440191287400_1,3
BUSBAR_709440191321600_1,3
BUSBAR_709440191345300_1,3
BUSBAR_709440191376000_1,3
BUSBAR_709440191399700_1,3
BUSBAR_709440191695600_1,3
NODE_16262,3
SEG_709440188564900_1,3
SEG_709440188573100_1,3
SEG_709440188577100_1,3
SEG_709440188577100_2,3
SEG_709440191485900_2,3
SEG_709440191488200_1,3
SEG_709440191488200_2,3
SEG_709440191492400_1,3
SEG_709440191492400_2,3
SEG_709440191494700_1,3
SEG_709440191494700_2,3
SEG_709440191497000_1,3
SEG_709440191497000_2,3
SEG_709440191499300_1,3
SEG_709440191499300_2,3
SEG_709440191501600_1,3
SEG_709440191503900_2,3
SEG_709440191508100_1,3
SEG_709440191508100_2,3
SEG_709440191510400_1,3
SEG_709440191510400_2,3
SEG_709440191512700_1,3
SEG_709440191512700_2,3
SEG_709440191515000_1,3
SEG_709440191515000_2,3
SEG_709440191517300_1,3
SEG_709440191519600_2,3
SEG_709440191521900_1,3
SEG_709440191521900_2,3
SEG_709440191524200_1,3
SEG_709440191524200_2,3
SEG_709440191528800_1,3
SEG_709440191528800_2,3
SEG_709440191531100_1,3
SEG_709440191533400_1,3
SEG_709440191533400_2,3
SEG_709440191693100_1,3
SEG_709440191719800_2,3
SEG_709440294784300_1,3
SEG_709440294784300_2,3
TRANS_709440191444700_1,3
TRANS_709440191462000_1,3
TRANS_709440191470500_1,3
TRANS_709440191686700_1,3
114560315521239145_2,4
114560315521239147_2,4
114560315521239161_1,4
114560315521239161_2,4
114560315521239830_1,4
114560315521239830_2,4
114560315521239831_2,4
114560315521239832_2,4
114560315521239833_2,4
114560315521239834_2,4
114560315521239835_2,4
114560315521239846_2,4
114560315521239847_2,4
114560315521239848_2,4
114560315521239849_2,4
114560315521239850_2,4
114560315521239851_1,4
114560315521239851_2,4
114560315521239852_1,4
114560315521239852_2,4
114560315521239853_1,4
114560315521239853_2,4
114560315521261710_2,4
114560315521261711_2,4
114560315521261715_1,4
114560315521261715_2,4
114560315521261716_1,4
114560315521261716_2,4
114560315521261717_2,4
114560315521261725_2,4
114560315521261726_2,4
114560315521261727_2,4
114560315521261729_2,4
114560315521261731_2,4
114560315521261732_2,4
114560315521261734_2,4
114560315521261735_1,4
114560315521261756_2,4
114560315521261757_2,4
114560315521261758_2,4
114560315521261759_2,4
114560315521261760_2,4
114560315521261761_2,4
114560315521261762_2,4
114560315521261763_2,4
114560315521261764_2,4
114560315521261765_2,4
114560315521261766_2,4
114560315521261767_2,4
114560315521261768_2,4
114560315521261983_2,4
114560315521261984_2,4
114560315521261985_2,4
114560315521280300_1,4
114560315521280300_2,4
114560315521280301_1,4
114560315521280301_2,4
114560315521280307_1,4
114560315521280307_2,4
114560315521280308_1,4
114560315521280308_2,4
114560315521280318_1,4
114560315521280318_2,4
114560315521280336_1,4
114560315521280336_2,4
114560315521280337_1,4
114560315521280337_2,4
114560315521280338_1,4
114560315521280338_2,4
114560315521280345_2,4
114560315521280346_2,4
114560315521280347_2,4
114560315521280348_2,4
114560315521280356_2,4
114560315521280357_2,4
114560315521280358_2,4
114560315521280359_2,4
114560315521280360_2,4
114560315521280361_2,4
114560315521280362_1,4
114560315521280362_2,4
114560315521280363_2,4
114560315521280364_2,4
114560315521280366_2,4
114560315521280603_2,4
114560315521280611_2,4
114560315521293094_2,4
114560315521293096_1,4
114560315521293096_2,4
114560315521293099_1,4
114560315521293230_1,4
114841790497950818_1,4
114841790497950819_1,4
114841790497951929_2,4
114841790497951957_2,4
114841790497990077_1,4
114841790497990078_1,4
114841790497990081_1,4
114841790497996555_1,4
114841790497996643_2,4
114841790498002357_2,4
115404740451369197_1,4
115404740451369198_1,4
115404740451371499_1,4
115404740451371501_1,4
115404740451372583_1,4
115967690404800080_1,4
115967690404800090_1,4
115967690404800091_1,4
115967690404800092_1,4
115967690404802855_1,4
115967690404802856_1,4
115967690404802857_1,4
115967690404802858_1,4
115967690404802866_1,4
115967690404802867_1,4
115967690404802868_1,4
117093590311633001_3,4
117093590311633002_3,4
117093590311634042_2,4
117093590311634043_2,4
117093590311634569_3,4
117093590311634570_3,4
117093590311634913_2,4
117938015241765322_1,4
117938015241765323_1,4
117938015241765324_1,4
117938015241765325_1,4
117938015241765326_1,4
117938015241765327_1,4
117938015241765328_1,4
117938015241765329_1,4
117938015241765330_1,4
117938015241765331_1,4
117938015241767538_1,4
117938015241767539_1,4
117938015241767540_1,4
117938015241767541_1,4
117938015241768815_1,4
117938015241768816_1,4
117938015241768817_1,4
117938015241768818_1,4
117938015241768819_1,4
117938015241768822_1,4
117938015241768838_1,4
117938015241768839_1,4
